ts,hour,day,week,month,year,weekday
1541787357796,18,9,45,11,2018,4
1541787406796,18,9,45,11,2018,4
1541787445796,18,9,45,11,2018,4
1541787760796,18,9,45,11,2018,4
1541787926796,18,9,45,11,2018,4
1541787928796,18,9,45,11,2018,4
1541788132796,18,9,45,11,2018,4
1541788265796,18,9,45,11,2018,4
1541788372796,18,9,45,11,2018,4
1541788394796,18,9,45,11,2018,4
1541788407796,18,9,45,11,2018,4
1541788455796,18,9,45,11,2018,4
1541788457796,18,9,45,11,2018,4
1541788570796,18,9,45,11,2018,4
1541788592796,18,9,45,11,2018,4
1541788689796,18,9,45,11,2018,4
1541788845796,18,9,45,11,2018,4
1541789068796,18,9,45,11,2018,4
1541789208796,18,9,45,11,2018,4
1541789348796,18,9,45,11,2018,4
1541789519796,18,9,45,11,2018,4
1541789760796,18,9,45,11,2018,4
1541790116796,19,9,45,11,2018,4
1541790315796,19,9,45,11,2018,4
1541790562796,19,9,45,11,2018,4
1541790802796,19,9,45,11,2018,4
1541791035796,19,9,45,11,2018,4
1541791138796,19,9,45,11,2018,4
1541791245796,19,9,45,11,2018,4
1541791377796,19,9,45,11,2018,4
1541791501796,19,9,45,11,2018,4
1541791618796,19,9,45,11,2018,4
1541791749796,19,9,45,11,2018,4
1541791835796,19,9,45,11,2018,4
1541792064796,19,9,45,11,2018,4
1541792124796,19,9,45,11,2018,4
1541792328796,19,9,45,11,2018,4
1541792399796,19,9,45,11,2018,4
1541792407796,19,9,45,11,2018,4
1541792546796,19,9,45,11,2018,4
1541792572796,19,9,45,11,2018,4
1541792725796,19,9,45,11,2018,4
1541792785796,19,9,45,11,2018,4
1541793035796,19,9,45,11,2018,4
1541793252796,19,9,45,11,2018,4
1541793477796,19,9,45,11,2018,4
1541793718796,20,9,45,11,2018,4
1541793864796,20,9,45,11,2018,4
1541794045796,20,9,45,11,2018,4
1541794119796,20,9,45,11,2018,4
1541794129796,20,9,45,11,2018,4
1541794184796,20,9,45,11,2018,4
1541794290796,20,9,45,11,2018,4
1541794294796,20,9,45,11,2018,4
1541794438796,20,9,45,11,2018,4
1541794461796,20,9,45,11,2018,4
1541794669796,20,9,45,11,2018,4
1541794825796,20,9,45,11,2018,4
1541794935796,20,9,45,11,2018,4
1541795120796,20,9,45,11,2018,4
1541795257796,20,9,45,11,2018,4
1541795452796,20,9,45,11,2018,4
1541795693796,20,9,45,11,2018,4
1541796083796,20,9,45,11,2018,4
1541796255796,20,9,45,11,2018,4
1541796451796,20,9,45,11,2018,4
1541796771796,20,9,45,11,2018,4
1541797006796,20,9,45,11,2018,4
1541797008796,20,9,45,11,2018,4
1541797181796,20,9,45,11,2018,4
1541797390796,21,9,45,11,2018,4
1541797632796,21,9,45,11,2018,4
1541797827796,21,9,45,11,2018,4
1541798164796,21,9,45,11,2018,4
1541798454796,21,9,45,11,2018,4
1541798749796,21,9,45,11,2018,4
1541798981796,21,9,45,11,2018,4
1541799204796,21,9,45,11,2018,4
1541799278796,21,9,45,11,2018,4
1541799528796,21,9,45,11,2018,4
1541799751796,21,9,45,11,2018,4
1541799900796,21,9,45,11,2018,4
1541802473796,22,9,45,11,2018,4
1541802777796,22,9,45,11,2018,4
1541802783796,22,9,45,11,2018,4
1541802848796,22,9,45,11,2018,4
1541802999796,22,9,45,11,2018,4
1541803122796,22,9,45,11,2018,4
1541803364796,22,9,45,11,2018,4
1541803601796,22,9,45,11,2018,4
1541803618796,22,9,45,11,2018,4
1541803857796,22,9,45,11,2018,4
1541804041796,22,9,45,11,2018,4
1541804289796,22,9,45,11,2018,4
1541804614796,23,9,45,11,2018,4
1541804875796,23,9,45,11,2018,4
1541805037796,23,9,45,11,2018,4
1541805392796,23,9,45,11,2018,4
1541805610796,23,9,45,11,2018,4
1541805849796,23,9,45,11,2018,4
1541808927796,0,10,45,11,2018,5
1541809168796,0,10,45,11,2018,5
1541809417796,0,10,45,11,2018,5
1541809758796,0,10,45,11,2018,5
1541813635796,1,10,45,11,2018,5
1541822502796,4,10,45,11,2018,5
1541829709796,6,10,45,11,2018,5
1541829953796,6,10,45,11,2018,5
1541835258796,7,10,45,11,2018,5
1541835611796,7,10,45,11,2018,5
1541835814796,7,10,45,11,2018,5
1541836071796,7,10,45,11,2018,5
1541836344796,7,10,45,11,2018,5
1541836607796,7,10,45,11,2018,5
1541836827796,8,10,45,11,2018,5
1541837006796,8,10,45,11,2018,5
1541837219796,8,10,45,11,2018,5
1541837360796,8,10,45,11,2018,5
1541837563796,8,10,45,11,2018,5
1541837731796,8,10,45,11,2018,5
1541837961796,8,10,45,11,2018,5
1541838013796,8,10,45,11,2018,5
1541838250796,8,10,45,11,2018,5
1541838392796,8,10,45,11,2018,5
1541838557796,8,10,45,11,2018,5
1541838735796,8,10,45,11,2018,5
1541838967796,8,10,45,11,2018,5
1541839236796,8,10,45,11,2018,5
1541839459796,8,10,45,11,2018,5
1541839695796,8,10,45,11,2018,5
1541839968796,8,10,45,11,2018,5
1541840171796,8,10,45,11,2018,5
1541840422796,9,10,45,11,2018,5
1541840758796,9,10,45,11,2018,5
1541840982796,9,10,45,11,2018,5
1541841030796,9,10,45,11,2018,5
1541841201796,9,10,45,11,2018,5
1541841449796,9,10,45,11,2018,5
1541841660796,9,10,45,11,2018,5
1541841910796,9,10,45,11,2018,5
1541842182796,9,10,45,11,2018,5
1541842389796,9,10,45,11,2018,5
1541842666796,9,10,45,11,2018,5
1541842807796,9,10,45,11,2018,5
1541843011796,9,10,45,11,2018,5
1541843974796,9,10,45,11,2018,5
1541844001796,10,10,45,11,2018,5
1541844266796,10,10,45,11,2018,5
1541844653796,10,10,45,11,2018,5
1541845159796,10,10,45,11,2018,5
1541845343796,10,10,45,11,2018,5
1541845505796,10,10,45,11,2018,5
1541853599796,12,10,45,11,2018,5
1541853850796,12,10,45,11,2018,5
1541854061796,12,10,45,11,2018,5
1541860418796,14,10,45,11,2018,5
1541861220796,14,10,45,11,2018,5
1541861441796,14,10,45,11,2018,5
1541862959796,15,10,45,11,2018,5
1541867247796,16,10,45,11,2018,5
1541870196796,17,10,45,11,2018,5
1541871116796,17,10,45,11,2018,5
1541871867796,17,10,45,11,2018,5
1541871869796,17,10,45,11,2018,5
1541872073796,17,10,45,11,2018,5
1541872252796,17,10,45,11,2018,5
1541873727796,18,10,45,11,2018,5
1541876932796,19,10,45,11,2018,5
1541877048796,19,10,45,11,2018,5
1541877266796,19,10,45,11,2018,5
1541878233796,19,10,45,11,2018,5
1541878514796,19,10,45,11,2018,5
1541878748796,19,10,45,11,2018,5
1541879028796,19,10,45,11,2018,5
1541879108796,19,10,45,11,2018,5
1541879249796,19,10,45,11,2018,5
1541879270796,19,10,45,11,2018,5
1541879492796,19,10,45,11,2018,5
1541879747796,19,10,45,11,2018,5
1541879919796,19,10,45,11,2018,5
1541880179796,20,10,45,11,2018,5
1541880377796,20,10,45,11,2018,5
1541880616796,20,10,45,11,2018,5
1541880805796,20,10,45,11,2018,5
1541881099796,20,10,45,11,2018,5
1541881376796,20,10,45,11,2018,5
1541881645796,20,10,45,11,2018,5
1541881933796,20,10,45,11,2018,5
1541882210796,20,10,45,11,2018,5
1541884206796,21,10,45,11,2018,5
1541884572796,21,10,45,11,2018,5
1541884618796,21,10,45,11,2018,5
1541885952796,21,10,45,11,2018,5
1541886110796,21,10,45,11,2018,5
1541886726796,21,10,45,11,2018,5
1541886750796,21,10,45,11,2018,5
1541903636796,2,11,45,11,2018,6
1541903770796,2,11,45,11,2018,6
1541904034796,2,11,45,11,2018,6
1541910841796,4,11,45,11,2018,6
1541910973796,4,11,45,11,2018,6
1541911006796,4,11,45,11,2018,6
1541930188796,9,11,45,11,2018,6
1541930447796,10,11,45,11,2018,6
1541930647796,10,11,45,11,2018,6
1541930908796,10,11,45,11,2018,6
1541931120796,10,11,45,11,2018,6
1541932052796,10,11,45,11,2018,6
1541932063796,10,11,45,11,2018,6
1541932424796,10,11,45,11,2018,6
1541932582796,10,11,45,11,2018,6
1541932814796,10,11,45,11,2018,6
1541933003796,10,11,45,11,2018,6
1541933178796,10,11,45,11,2018,6
1541933179796,10,11,45,11,2018,6
1541933298796,10,11,45,11,2018,6
1541934031796,11,11,45,11,2018,6
1541934032796,11,11,45,11,2018,6
1541934168796,11,11,45,11,2018,6
1541934891796,11,11,45,11,2018,6
1541943439796,13,11,45,11,2018,6
1541943682796,13,11,45,11,2018,6
1541944080796,13,11,45,11,2018,6
1541944343796,13,11,45,11,2018,6
1541944702796,13,11,45,11,2018,6
1541945130796,14,11,45,11,2018,6
1541945143796,14,11,45,11,2018,6
1541945274796,14,11,45,11,2018,6
1541945376796,14,11,45,11,2018,6
1541945669796,14,11,45,11,2018,6
1541945702796,14,11,45,11,2018,6
1541945706796,14,11,45,11,2018,6
1541945872796,14,11,45,11,2018,6
1541945977796,14,11,45,11,2018,6
1541946298796,14,11,45,11,2018,6
1541946605796,14,11,45,11,2018,6
1541946833796,14,11,45,11,2018,6
1541947036796,14,11,45,11,2018,6
1541947258796,14,11,45,11,2018,6
1541947469796,14,11,45,11,2018,6
1541947644796,14,11,45,11,2018,6
1541947662796,14,11,45,11,2018,6
1541947915796,14,11,45,11,2018,6
1541948035796,14,11,45,11,2018,6
1541948047796,14,11,45,11,2018,6
1541948181796,14,11,45,11,2018,6
1541948244796,14,11,45,11,2018,6
1541948258796,14,11,45,11,2018,6
1541948412796,15,11,45,11,2018,6
1541948426796,15,11,45,11,2018,6
1541948437796,15,11,45,11,2018,6
1541948666796,15,11,45,11,2018,6
1541948846796,15,11,45,11,2018,6
1541949012796,15,11,45,11,2018,6
1541949296796,15,11,45,11,2018,6
1541952079796,16,11,45,11,2018,6
1541952335796,16,11,45,11,2018,6
1541952552796,16,11,45,11,2018,6
1541952823796,16,11,45,11,2018,6
1541954601796,16,11,45,11,2018,6
1541959679796,18,11,45,11,2018,6
1541959713796,18,11,45,11,2018,6
1541962018796,18,11,45,11,2018,6
1541962092796,18,11,45,11,2018,6
1541962134796,18,11,45,11,2018,6
1541962141796,18,11,45,11,2018,6
1541962316796,18,11,45,11,2018,6
1541962416796,18,11,45,11,2018,6
1541962486796,18,11,45,11,2018,6
1541962633796,18,11,45,11,2018,6
1541962656796,18,11,45,11,2018,6
1541965304796,19,11,45,11,2018,6
1541965305796,19,11,45,11,2018,6
1541965525796,19,11,45,11,2018,6
1541965733796,19,11,45,11,2018,6
1541965947796,19,11,45,11,2018,6
1541966183796,19,11,45,11,2018,6
1541966358796,19,11,45,11,2018,6
1541966589796,20,11,45,11,2018,6
1541966762796,20,11,45,11,2018,6
1541966932796,20,11,45,11,2018,6
1541967202796,20,11,45,11,2018,6
1541967355796,20,11,45,11,2018,6
1541967558796,20,11,45,11,2018,6
1541967723796,20,11,45,11,2018,6
1541967940796,20,11,45,11,2018,6
1541970568796,21,11,45,11,2018,6
1541970828796,21,11,45,11,2018,6
1541971049796,21,11,45,11,2018,6
1541979540796,23,11,45,11,2018,6
1541979748796,23,11,45,11,2018,6
1541990217796,2,12,46,11,2018,0
1541990258796,2,12,46,11,2018,0
1541990264796,2,12,46,11,2018,0
1541990541796,2,12,46,11,2018,0
1541990714796,2,12,46,11,2018,0
1541990752796,2,12,46,11,2018,0
1541990842796,2,12,46,11,2018,0
1541991021796,2,12,46,11,2018,0
1541991266796,2,12,46,11,2018,0
1541991432796,2,12,46,11,2018,0
1541991648796,3,12,46,11,2018,0
1541991804796,3,12,46,11,2018,0
1541993788796,3,12,46,11,2018,0
1542000167796,5,12,46,11,2018,0
1542001320796,5,12,46,11,2018,0
1542001337796,5,12,46,11,2018,0
1542001991796,5,12,46,11,2018,0
1542002972796,6,12,46,11,2018,0
1542003207796,6,12,46,11,2018,0
1542012631796,8,12,46,11,2018,0
1542012644796,8,12,46,11,2018,0
1542012898796,8,12,46,11,2018,0
1542013121796,8,12,46,11,2018,0
1542013332796,9,12,46,11,2018,0
1542013383796,9,12,46,11,2018,0
1542013663796,9,12,46,11,2018,0
1542017836796,10,12,46,11,2018,0
1542017923796,10,12,46,11,2018,0
1542018073796,10,12,46,11,2018,0
1542018366796,10,12,46,11,2018,0
1542018594796,10,12,46,11,2018,0
1542018804796,10,12,46,11,2018,0
1542018902796,10,12,46,11,2018,0
1542019067796,10,12,46,11,2018,0
1542019326796,10,12,46,11,2018,0
1542021588796,11,12,46,11,2018,0
1542022869796,11,12,46,11,2018,0
1542022870796,11,12,46,11,2018,0
1542022878796,11,12,46,11,2018,0
1542022879796,11,12,46,11,2018,0
1542022882796,11,12,46,11,2018,0
1542022981796,11,12,46,11,2018,0
1542023125796,11,12,46,11,2018,0
1542023126796,11,12,46,11,2018,0
1542023240796,11,12,46,11,2018,0
1542023278796,11,12,46,11,2018,0
1542023402796,11,12,46,11,2018,0
1542023445796,11,12,46,11,2018,0
1542023704796,11,12,46,11,2018,0
1542031368796,14,12,46,11,2018,0
1542031563796,14,12,46,11,2018,0
1542031764796,14,12,46,11,2018,0
1542032149796,14,12,46,11,2018,0
1542032219796,14,12,46,11,2018,0
1542032412796,14,12,46,11,2018,0
1542032424796,14,12,46,11,2018,0
1542032563796,14,12,46,11,2018,0
1542032719796,14,12,46,11,2018,0
1542032783796,14,12,46,11,2018,0
1542032987796,14,12,46,11,2018,0
1542033025796,14,12,46,11,2018,0
1542034998796,15,12,46,11,2018,0
1542035050796,15,12,46,11,2018,0
1542035284796,15,12,46,11,2018,0
1542035574796,15,12,46,11,2018,0
1542037333796,15,12,46,11,2018,0
1542037696796,15,12,46,11,2018,0
1542037774796,15,12,46,11,2018,0
1542037810796,15,12,46,11,2018,0
1542037813796,15,12,46,11,2018,0
1542037901796,15,12,46,11,2018,0
1542038013796,15,12,46,11,2018,0
1542038022796,15,12,46,11,2018,0
1542038051796,15,12,46,11,2018,0
1542038133796,15,12,46,11,2018,0
1542038275796,15,12,46,11,2018,0
1542038548796,16,12,46,11,2018,0
1542038816796,16,12,46,11,2018,0
1542038818796,16,12,46,11,2018,0
1542039024796,16,12,46,11,2018,0
1542039066796,16,12,46,11,2018,0
1542039244796,16,12,46,11,2018,0
1542039388796,16,12,46,11,2018,0
1542039622796,16,12,46,11,2018,0
1542039844796,16,12,46,11,2018,0
1542040090796,16,12,46,11,2018,0
1542040643796,16,12,46,11,2018,0
1542040784796,16,12,46,11,2018,0
1542040963796,16,12,46,11,2018,0
1542041116796,16,12,46,11,2018,0
1542041278796,16,12,46,11,2018,0
1542041455796,16,12,46,11,2018,0
1542041646796,16,12,46,11,2018,0
1542042031796,17,12,46,11,2018,0
1542042188796,17,12,46,11,2018,0
1542042345796,17,12,46,11,2018,0
1542042456796,17,12,46,11,2018,0
1542042467796,17,12,46,11,2018,0
1542042571796,17,12,46,11,2018,0
1542042785796,17,12,46,11,2018,0
1542043300796,17,12,46,11,2018,0
1542043483796,17,12,46,11,2018,0
1542043519796,17,12,46,11,2018,0
1542043597796,17,12,46,11,2018,0
1542043866796,17,12,46,11,2018,0
1542044103796,17,12,46,11,2018,0
1542044321796,17,12,46,11,2018,0
1542044364796,17,12,46,11,2018,0
1542044382796,17,12,46,11,2018,0
1542044483796,17,12,46,11,2018,0
1542044495796,17,12,46,11,2018,0
1542044616796,17,12,46,11,2018,0
1542044814796,17,12,46,11,2018,0
1542045013796,17,12,46,11,2018,0
1542045150796,17,12,46,11,2018,0
1542045325796,17,12,46,11,2018,0
1542045559796,17,12,46,11,2018,0
1542045811796,18,12,46,11,2018,0
1542045924796,18,12,46,11,2018,0
1542046044796,18,12,46,11,2018,0
1542046045796,18,12,46,11,2018,0
1542046279796,18,12,46,11,2018,0
1542046363796,18,12,46,11,2018,0
1542046511796,18,12,46,11,2018,0
1542046781796,18,12,46,11,2018,0
1542047005796,18,12,46,11,2018,0
1542047269796,18,12,46,11,2018,0
1542047569796,18,12,46,11,2018,0
1542047709796,18,12,46,11,2018,0
1542048012796,18,12,46,11,2018,0
1542048203796,18,12,46,11,2018,0
1542048218796,18,12,46,11,2018,0
1542048443796,18,12,46,11,2018,0
1542048506796,18,12,46,11,2018,0
1542048683796,18,12,46,11,2018,0
1542048920796,18,12,46,11,2018,0
1542049146796,18,12,46,11,2018,0
1542049350796,19,12,46,11,2018,0
1542049357796,19,12,46,11,2018,0
1542049378796,19,12,46,11,2018,0
1542049600796,19,12,46,11,2018,0
1542049606796,19,12,46,11,2018,0
1542049736796,19,12,46,11,2018,0
1542049762796,19,12,46,11,2018,0
1542049842796,19,12,46,11,2018,0
1542049979796,19,12,46,11,2018,0
1542050131796,19,12,46,11,2018,0
1542050202796,19,12,46,11,2018,0
1542050253796,19,12,46,11,2018,0
1542050483796,19,12,46,11,2018,0
1542050497796,19,12,46,11,2018,0
1542050658796,19,12,46,11,2018,0
1542050920796,19,12,46,11,2018,0
1542050991796,19,12,46,11,2018,0
1542051108796,19,12,46,11,2018,0
1542051171796,19,12,46,11,2018,0
1542051294796,19,12,46,11,2018,0
1542051376796,19,12,46,11,2018,0
1542051636796,19,12,46,11,2018,0
1542051903796,19,12,46,11,2018,0
1542051963796,19,12,46,11,2018,0
1542052140796,19,12,46,11,2018,0
1542052164796,19,12,46,11,2018,0
1542052345796,19,12,46,11,2018,0
1542052451796,19,12,46,11,2018,0
1542052744796,19,12,46,11,2018,0
1542055373796,20,12,46,11,2018,0
1542055656796,20,12,46,11,2018,0
1542055672796,20,12,46,11,2018,0
1542055687796,20,12,46,11,2018,0
1542055715796,20,12,46,11,2018,0
1542055814796,20,12,46,11,2018,0
1542055923796,20,12,46,11,2018,0
1542056191796,20,12,46,11,2018,0
1542056391796,20,12,46,11,2018,0
1542056414796,21,12,46,11,2018,0
1542056445796,21,12,46,11,2018,0
1542056602796,21,12,46,11,2018,0
1542056622796,21,12,46,11,2018,0
1542056681796,21,12,46,11,2018,0
1542056841796,21,12,46,11,2018,0
1542056893796,21,12,46,11,2018,0
1542056924796,21,12,46,11,2018,0
1542057022796,21,12,46,11,2018,0
1542057101796,21,12,46,11,2018,0
1542057372796,21,12,46,11,2018,0
1542057478796,21,12,46,11,2018,0
1542057481796,21,12,46,11,2018,0
1542057660796,21,12,46,11,2018,0
1542057721796,21,12,46,11,2018,0
1542057909796,21,12,46,11,2018,0
1542058131796,21,12,46,11,2018,0
1542060004796,22,12,46,11,2018,0
1542060225796,22,12,46,11,2018,0
1542060924796,22,12,46,11,2018,0
1542061342796,22,12,46,11,2018,0
1542061558796,22,12,46,11,2018,0
1542061796796,22,12,46,11,2018,0
1542062243796,22,12,46,11,2018,0
1542062516796,22,12,46,11,2018,0
1542062706796,22,12,46,11,2018,0
1542062987796,22,12,46,11,2018,0
1542063232796,22,12,46,11,2018,0
1542063483796,22,12,46,11,2018,0
1542063919796,23,12,46,11,2018,0
1542064052796,23,12,46,11,2018,0
1542064212796,23,12,46,11,2018,0
1542064422796,23,12,46,11,2018,0
1542064659796,23,12,46,11,2018,0
1542064849796,23,12,46,11,2018,0
1542064850796,23,12,46,11,2018,0
1542064863796,23,12,46,11,2018,0
1542069417796,0,13,46,11,2018,1
1542069637796,0,13,46,11,2018,1
1542071524796,1,13,46,11,2018,1
1542071549796,1,13,46,11,2018,1
1542079142796,3,13,46,11,2018,1
1542081112796,3,13,46,11,2018,1
1542084574796,4,13,46,11,2018,1
1542085193796,4,13,46,11,2018,1
1542085206796,5,13,46,11,2018,1
1542090265796,6,13,46,11,2018,1
1542090536796,6,13,46,11,2018,1
1542091623796,6,13,46,11,2018,1
1542095466796,7,13,46,11,2018,1
1542095665796,7,13,46,11,2018,1
1542095863796,7,13,46,11,2018,1
1542096113796,8,13,46,11,2018,1
1542096304796,8,13,46,11,2018,1
1542096600796,8,13,46,11,2018,1
1542096773796,8,13,46,11,2018,1
1542096996796,8,13,46,11,2018,1
1542097235796,8,13,46,11,2018,1
1542097344796,8,13,46,11,2018,1
1542097517796,8,13,46,11,2018,1
1542097559796,8,13,46,11,2018,1
1542097801796,8,13,46,11,2018,1
1542098271796,8,13,46,11,2018,1
1542098431796,8,13,46,11,2018,1
1542098593796,8,13,46,11,2018,1
1542098792796,8,13,46,11,2018,1
1542098983796,8,13,46,11,2018,1
1542099201796,8,13,46,11,2018,1
1542099753796,9,13,46,11,2018,1
1542099785796,9,13,46,11,2018,1
1542100119796,9,13,46,11,2018,1
1542100471796,9,13,46,11,2018,1
1542100679796,9,13,46,11,2018,1
1542100680796,9,13,46,11,2018,1
1542100755796,9,13,46,11,2018,1
1542101335796,9,13,46,11,2018,1
1542101346796,9,13,46,11,2018,1
1542101348796,9,13,46,11,2018,1
1542101636796,9,13,46,11,2018,1
1542101811796,9,13,46,11,2018,1
1542102482796,9,13,46,11,2018,1
1542102512796,9,13,46,11,2018,1
1542102823796,9,13,46,11,2018,1
1542103097796,9,13,46,11,2018,1
1542103555796,10,13,46,11,2018,1
1542103833796,10,13,46,11,2018,1
1542104029796,10,13,46,11,2018,1
1542104107796,10,13,46,11,2018,1
1542104260796,10,13,46,11,2018,1
1542104352796,10,13,46,11,2018,1
1542104534796,10,13,46,11,2018,1
1542104735796,10,13,46,11,2018,1
1542104836796,10,13,46,11,2018,1
1542105039796,10,13,46,11,2018,1
1542105160796,10,13,46,11,2018,1
1542105277796,10,13,46,11,2018,1
1542105596796,10,13,46,11,2018,1
1542105601796,10,13,46,11,2018,1
1542105839796,10,13,46,11,2018,1
1542105903796,10,13,46,11,2018,1
1542106062796,10,13,46,11,2018,1
1542106139796,10,13,46,11,2018,1
1542106173796,10,13,46,11,2018,1
1542106184796,10,13,46,11,2018,1
1542106423796,10,13,46,11,2018,1
1542106425796,10,13,46,11,2018,1
1542106609796,10,13,46,11,2018,1
1542106645796,10,13,46,11,2018,1
1542106674796,10,13,46,11,2018,1
1542106694796,10,13,46,11,2018,1
1542106892796,11,13,46,11,2018,1
1542106907796,11,13,46,11,2018,1
1542109404796,11,13,46,11,2018,1
1542109570796,11,13,46,11,2018,1
1542109768796,11,13,46,11,2018,1
1542114582796,13,13,46,11,2018,1
1542114619796,13,13,46,11,2018,1
1542114694796,13,13,46,11,2018,1
1542114841796,13,13,46,11,2018,1
1542114870796,13,13,46,11,2018,1
1542114874796,13,13,46,11,2018,1
1542114884796,13,13,46,11,2018,1
1542115049796,13,13,46,11,2018,1
1542115135796,13,13,46,11,2018,1
1542115234796,13,13,46,11,2018,1
1542115307796,13,13,46,11,2018,1
1542115408796,13,13,46,11,2018,1
1542115464796,13,13,46,11,2018,1
1542115585796,13,13,46,11,2018,1
1542115702796,13,13,46,11,2018,1
1542115732796,13,13,46,11,2018,1
1542115733796,13,13,46,11,2018,1
1542115768796,13,13,46,11,2018,1
1542115770796,13,13,46,11,2018,1
1542115771796,13,13,46,11,2018,1
1542115772796,13,13,46,11,2018,1
1542115781796,13,13,46,11,2018,1
1542115874796,13,13,46,11,2018,1
1542115949796,13,13,46,11,2018,1
1542115979796,13,13,46,11,2018,1
1542116010796,13,13,46,11,2018,1
1542116093796,13,13,46,11,2018,1
1542116196796,13,13,46,11,2018,1
1542116204796,13,13,46,11,2018,1
1542116261796,13,13,46,11,2018,1
1542116379796,13,13,46,11,2018,1
1542116458796,13,13,46,11,2018,1
1542116527796,13,13,46,11,2018,1
1542116861796,13,13,46,11,2018,1
1542116910796,13,13,46,11,2018,1
1542117059796,13,13,46,11,2018,1
1542117074796,13,13,46,11,2018,1
1542117103796,13,13,46,11,2018,1
1542117146796,13,13,46,11,2018,1
1542117149796,13,13,46,11,2018,1
1542117202796,13,13,46,11,2018,1
1542117381796,13,13,46,11,2018,1
1542117557796,13,13,46,11,2018,1
1542117789796,14,13,46,11,2018,1
1542117994796,14,13,46,11,2018,1
1542118263796,14,13,46,11,2018,1
1542118464796,14,13,46,11,2018,1
1542118818796,14,13,46,11,2018,1
1542119097796,14,13,46,11,2018,1
1542119361796,14,13,46,11,2018,1
1542119635796,14,13,46,11,2018,1
1542119716796,14,13,46,11,2018,1
1542119731796,14,13,46,11,2018,1
1542119843796,14,13,46,11,2018,1
1542119948796,14,13,46,11,2018,1
1542120001796,14,13,46,11,2018,1
1542120074796,14,13,46,11,2018,1
1542120301796,14,13,46,11,2018,1
1542120309796,14,13,46,11,2018,1
1542120441796,14,13,46,11,2018,1
1542120547796,14,13,46,11,2018,1
1542120731796,14,13,46,11,2018,1
1542120809796,14,13,46,11,2018,1
1542120903796,14,13,46,11,2018,1
1542121153796,14,13,46,11,2018,1
1542121327796,15,13,46,11,2018,1
1542121528796,15,13,46,11,2018,1
1542121737796,15,13,46,11,2018,1
1542121783796,15,13,46,11,2018,1
1542121978796,15,13,46,11,2018,1
1542122239796,15,13,46,11,2018,1
1542122389796,15,13,46,11,2018,1
1542122560796,15,13,46,11,2018,1
1542122561796,15,13,46,11,2018,1
1542122576796,15,13,46,11,2018,1
1542122736796,15,13,46,11,2018,1
1542122748796,15,13,46,11,2018,1
1542122954796,15,13,46,11,2018,1
1542123180796,15,13,46,11,2018,1
1542123459796,15,13,46,11,2018,1
1542123589796,15,13,46,11,2018,1
1542123771796,15,13,46,11,2018,1
1542123848796,15,13,46,11,2018,1
1542124048796,15,13,46,11,2018,1
1542124279796,15,13,46,11,2018,1
1542124298796,15,13,46,11,2018,1
1542124497796,15,13,46,11,2018,1
1542124734796,15,13,46,11,2018,1
1542124940796,16,13,46,11,2018,1
1542125137796,16,13,46,11,2018,1
1542125170796,16,13,46,11,2018,1
1542125320796,16,13,46,11,2018,1
1542125350796,16,13,46,11,2018,1
1542125425796,16,13,46,11,2018,1
1542125432796,16,13,46,11,2018,1
1542125570796,16,13,46,11,2018,1
1542125657796,16,13,46,11,2018,1
1542125764796,16,13,46,11,2018,1
1542125887796,16,13,46,11,2018,1
1542126287796,16,13,46,11,2018,1
1542126540796,16,13,46,11,2018,1
1542126586796,16,13,46,11,2018,1
1542126647796,16,13,46,11,2018,1
1542126915796,16,13,46,11,2018,1
1542126999796,16,13,46,11,2018,1
1542127139796,16,13,46,11,2018,1
1542127143796,16,13,46,11,2018,1
1542127180796,16,13,46,11,2018,1
1542127338796,16,13,46,11,2018,1
1542127341796,16,13,46,11,2018,1
1542127434796,16,13,46,11,2018,1
1542127503796,16,13,46,11,2018,1
1542127507796,16,13,46,11,2018,1
1542127529796,16,13,46,11,2018,1
1542127659796,16,13,46,11,2018,1
1542127671796,16,13,46,11,2018,1
1542127871796,16,13,46,11,2018,1
1542127891796,16,13,46,11,2018,1
1542128058796,16,13,46,11,2018,1
1542128121796,16,13,46,11,2018,1
1542128327796,16,13,46,11,2018,1
1542128360796,16,13,46,11,2018,1
1542128532796,17,13,46,11,2018,1
1542128549796,17,13,46,11,2018,1
1542128734796,17,13,46,11,2018,1
1542128784796,17,13,46,11,2018,1
1542128974796,17,13,46,11,2018,1
1542128989796,17,13,46,11,2018,1
1542129232796,17,13,46,11,2018,1
1542129233796,17,13,46,11,2018,1
1542129424796,17,13,46,11,2018,1
1542129496796,17,13,46,11,2018,1
1542129654796,17,13,46,11,2018,1
1542129898796,17,13,46,11,2018,1
1542130113796,17,13,46,11,2018,1
1542130165796,17,13,46,11,2018,1
1542130195796,17,13,46,11,2018,1
1542130218796,17,13,46,11,2018,1
1542130292796,17,13,46,11,2018,1
1542130522796,17,13,46,11,2018,1
1542130679796,17,13,46,11,2018,1
1542130747796,17,13,46,11,2018,1
1542130757796,17,13,46,11,2018,1
1542130782796,17,13,46,11,2018,1
1542131021796,17,13,46,11,2018,1
1542131023796,17,13,46,11,2018,1
1542131225796,17,13,46,11,2018,1
1542131311796,17,13,46,11,2018,1
1542131490796,17,13,46,11,2018,1
1542131584796,17,13,46,11,2018,1
1542131680796,17,13,46,11,2018,1
1542131771796,17,13,46,11,2018,1
1542131908796,17,13,46,11,2018,1
1542132026796,18,13,46,11,2018,1
